nombre,cluster,calorias,proteina,grasa_total,carbohidratos,fibra
"Gandules, sin sal, escurridos, hervidos, cocidos, semillas verdes",12,111,5.96,1.4,19.49,4.2
"Leche, sin vitamina A ni vitamina D añadidas, regular, sin grasa, seca",7,362,36.16,0.8,51.98,0.0
"Cereales secos, Azúcar Morena, HUEVOS DE DINOSAURIO, Avena Instantánea, QUAKER",2,384,8.69,7.6,73.68,6.4
"Papillas, coladas, sin ácido ascórbico, postre de frutas, postre.",0,59,0.3,0.0,16.0,0.6
"Pollo, asado, cocido, carne y piel, ala, para asar o freír",11,254,23.79,17.0,0.0,0.0
"Caramelos, SKITTLES Caramelos de bayas silvestres del tamaño de un bocado, MARS SNACKFOOD US",18,402,0.19,4.3,90.76,0.0
"Restaurante, frito, rebozado o empanizado, filete de pescado, estilo familiar",14,219,13.49,11.0,16.89,0.9
"Cerdo, sin calentar, parte magra y grasa, con hueso, lomo, jamón, curado",13,176,22.27,9.4,0.52,0.0
"Comida rápida, masa normal, aderezo de salchicha, pizza de 14"", Pizza Chain",14,280,11.5,12.0,30.62,2.3
"Sopa, preparada con igual volumen de agua, enlatada, crema de champiñones",0,39,0.66,2.6,3.33,0.3
"Leche, sin vitamina A ni vitamina D añadidas, instantánea, sin grasa, seca",7,358,35.1,0.7,52.19,0.0
"Calabaza, con sal, escurrida, hervida, cocida, todas las variedades, verano",0,20,0.91,0.3,4.31,1.4
"Salsa de soja, elaborada a partir de proteína vegetal hidrolizada, reducida en sodio.",0,90,8.19,0.3,14.44,0.3
"Sopa, lista para servir, enlatada, reducida en sodio, carne de res y verduras",0,42,3.26,1.0,4.99,0.8
"Ternera, cruda, sólo magro separable, cortada en cubitos para guiso (pierna y paleta)",13,109,20.27,2.5,0.0,0.0
"Frijoles, sin sal, hervidos, cocidos, semillas maduras, gran norteño",12,118,8.33,0.5,21.09,7.0
"Sopas CAMPBELL'S CHUNKY, SOLICITUD SALUDABLE Sopa de almejas de Nueva Inglaterra",0,53,2.04,1.2,8.16,0.8
"Aperitivos, salados, elaborados con harina no enriquecida, simples, duros, pretzels",18,381,9.1,3.5,79.2,2.8
"Cerezas, sólidos y líquidos, en almíbar espeso, en lata, rojas, ácidas",0,91,0.73,0.1,23.27,1.1
"Cerezas, sólidos y líquidos, en almíbar ligero, en lata, rojas, agrias",0,75,0.74,0.1,19.3,0.8
"Mezcla de arroz y fideos, preparada con 80% de margarina, sabor a carne",0,129,2.82,3.2,22.03,0.6
"KASHI, plato principal congelado, farfalle de pollo con ajo asado, comida al vapor",0,103,5.5,3.2,14.6,1.6
"Alimentos para bebés, preparados con leche entera, con plátanos, avena, cereales.",0,86,3.82,3.5,10.0,0.4
"Pavo, crudo, con solución añadida, solo carne, carne oscura entera",13,115,19.27,4.1,0.1,0.0
"Pizza EXTRAVAGANZZA FEAST de 14"" de DOMINO'S, masa clásica mezclada a mano",14,244,10.33,11.0,25.72,2.0
"Caupí, semillas maduras, crudas, comunes (blackeyes, crowder, sureño)",8,336,23.52,1.3,60.03,10.6
"Comidas Rápidas, carne y piel con empanizado, Muslo, Pollo Frito",11,267,21.13,17.0,7.59,0.5
"Pan, preparado comercialmente (incluye pan rallado blando), blanco",10,266,8.85,3.3,49.42,2.7
"Brócoli, sin sal, escurrido, hervido, cocido, picado, congelado",0,28,3.1,0.1,5.35,3.0
"Pavo, asado, cocido, de carne oscura, de partes al por menor, piel",1,414,24.58,35.0,0.0,0.0
"KELLOGG'S, pasteles tostados helados de fusión de frutas silvestres, POP-TARTS",18,391,3.9,9.7,72.3,1.3
"Comidas rápidas, con condimentos, hamburguesa normal, hamburguesa con queso; soltero",14,270,13.49,13.0,25.46,1.9
"Pollo, frito, cocido, sólo carne, muslo, para asar o freidora",7,195,28.62,8.1,0.0,0.0
"Pollo, asado, cocido, carne y piel, pierna, para asar o para freír",7,184,24.03,9.0,0.0,0.0
"Comidas rápidas y tocino canadiense, queso, huevo y muffin inglés.",14,228,13.64,9.7,21.67,0.4
"Aderezo para ensalada, con sal, aceite de soja y cártamo, mayonesa",3,717,1.1,79.0,2.7,0.0
"Crustáceos, calor húmedo, cocidos, de piscifactoría, especies mixtas, cangrejos de río",13,87,17.52,1.3,0.0,0.0
"Barrita formulada, chocolate con leche y cacahuete, barrita alimentaria SLIM-FAST OPTIMA",2,386,16.19,8.9,60.21,5.1
"Pollo, guisado, cocido, carne y piel, lomo, para asar o freír",11,258,22.18,18.0,0.0,0.0
"Pizza, cocida, congelada, masa normal, aderezo de carne y verduras",14,276,11.28,14.0,25.14,2.2
"Frijoles, hervidos con sal, cocidos, semillas maduras, rojo real, riñón",12,123,9.49,0.2,21.85,9.3
"MORNINGSTAR FARMS Chik'n Pattie de hierbas italianas, sin preparar, congelado",14,236,13.6,7.0,31.1,3.4
"SUBWAY, sub de pechuga de pavo sobre pan blanco con lechuga y tomate",14,147,9.12,2.3,22.42,1.3
"Pasta PREGO, lista para servir, salsa italiana de champiñones y parmesano",0,104,2.4,2.8,17.6,2.4
"Semillas, con sal añadida, tostadas, enteras, semillas de calabaza y zapallo",5,446,18.55,19.0,53.75,18.4
"Keebler, Cookies 'N Creme, FUDGE SHOPPE, 100 calorías BOCADILLOS ADECUADOS",6,471,4.0,19.0,72.2,2.4
"Sopa de tomate CAMPBELL'S roja y blanca, condensada, 25% menos de sodio",0,73,1.61,0.0,16.13,0.8
"Pan, no enriquecido (incluye mezcla para muffins de maíz), mezcla seca, pan de maíz",2,418,7.0,12.0,69.5,6.5
"Cereales listos para comer, manojos de nuez, MIEL DE MANOJOS DE AVENA, CORREO",2,399,7.0,5.4,82.0,5.2
"Masa para tarta, horneada, enriquecida, lista para hornear, congelada, tipo estándar",6,508,6.5,29.0,56.24,3.3
"Habas (habas), con sal, hervidas, cocidas, semillas maduras",12,110,7.6,0.4,19.65,5.4
"Bebida, no reconstituida, chocolate, desayuno instantáneo en polvo",18,353,19.9,1.4,66.2,0.4
"Cereales, secos, sabor a queso cheddar, instantáneo, sémola de maíz, QUAKER",2,363,8.98,5.5,72.96,4.2
"Verduras, sin sal, escurridas, hervidas, cocidas, congeladas, mezcladas",12,65,2.86,0.2,13.09,4.4
"Pan, bajo en sodio sin sal, tostado, preparado comercialmente, blanco",10,293,9.0,4.0,54.4,0.0
"Cereales listos para comer, Avena Cluster CHEERIOS Crunch, GENERAL MILLS",2,378,8.5,4.6,80.7,7.0
"Carne de res, a la parrilla, hamburguesa cocida, 70% carne magra / 30% grasa, molida",11,238,22.86,16.0,0.0,0.0
"SUBWAY, lechuga y tomate, sub BLT sobre pan blanco con tocino",14,205,10.06,6.4,26.66,1.6
"MORNINGSTAR FARMS Hamburguesa vegetariana india picante, sin preparar, congelada",12,189,9.2,12.0,17.0,7.8
"POPEYES, carne y piel con empanizado, Muslo, Suave, Pollo Frito",11,310,19.14,21.0,11.2,0.5
"Carne de res, cruda, sólo magro separable, redondo, importado, Nueva Zelanda",13,116,20.15,3.4,1.35,0.0
"Carne de res, cruda, sólo magro separable, rollo de cubitos, importado, Nueva Zelanda",13,161,19.77,8.5,1.38,0.0
"Snacks, sabor chocolate, cobertura de repostería, duros, pretzels",6,457,7.5,17.0,70.9,2.4
"PEPPERIDGE FARM, pizza explosiva, galletas saladas horneadas, pez dorado",6,458,9.56,17.0,67.2,0.0
"Galletas saladas, con relleno de mantequilla de maní, tipo sándwich, integrales",19,465,14.12,21.0,54.59,9.4
"Sopa, preparada con igual volumen de agua, enlatada, crema de pollo",0,48,1.41,3.0,3.8,0.1
"Budines, preparados con 2% de leche, mezcla seca regular, crema de coco",0,104,3.1,2.5,17.8,0.2
"Cereales listos para comer, Salvado de Trigo Tostado KRETSCHMER, SUN COUNTRY",17,200,17.56,5.2,59.51,41.3
"Tofu, preparado con sulfato de calcio, salado y fermentado (fuyu)",0,116,8.15,8.0,5.15,0.0
"Ternera, estofado, cocido, sólo magro separable, oso buco, brazuelo",7,157,29.12,4.5,0.0,0.0
"Ternera, cruda, sólo magro separable, compuesta de cortes minoristas recortados",13,112,20.2,2.9,0.0,0.0
"Keebler, tamaño de un bocado, galletas con chispas de chocolate arcoíris, CHIPS DELUXE",6,505,4.75,24.0,68.55,1.7
"Sopa, reducida en sodio, reducida en grasa, cualquier sabor, seca, fideos ramen",18,350,10.89,2.5,70.95,2.7
"Bebidas, DANNON Fluoride To Go, sin gas, embotellada, agua",0,0,0.0,0.0,0.03,0.0
"Carne de caza, a la parrilla, cocida, sólo magro separable, lomo, alce",7,162,30.76,3.4,0.0,0.0
"Ternera, cruda, sólo magro separable, con hueso, parte delantera, pierna, australiana",13,123,20.18,4.7,0.0,0.0
"Semillas, con sal añadida, tostadas, calabaza y semillas de zapallo",9,574,29.84,49.0,14.71,6.5
"KELLOGG'S, Bocaditos horneados con fresas heladas, MINI CRISPS POP-TARTS",18,440,4.7,12.0,79.1,1.5
"Coles, sin sal, escurridas, hervidas, cocidas, picadas, congeladas",0,36,2.97,0.4,7.1,2.8
"Pollo, harina, frito, cocido, carne y piel, para asar o freír",7,269,28.56,15.0,3.15,0.1
"Comida rápida, masa normal, cobertura de queso, pizza de 14"", Cadena de pizzas",14,266,11.39,9.7,33.33,2.3
"Helado sin grasa, sabores distintos al chocolate, sin azúcar añadido",12,129,4.41,0.0,27.94,7.4
"Agutuk, pescado con manteca (helado de Alaska) (Nativos de Alaska)",1,470,9.0,44.0,10.5,0.0
"Pescado, sólidos escurridos y con hueso, enlatados en aceite, Atlántico, sardina",7,208,24.62,11.0,0.0,0.0
"Cereales secos, canela, pasas y nuez, KELLOGG'S SPECIAL K NOURISH",19,370,14.1,10.0,61.9,9.2
"Muffins, elaborados con leche baja en grasa (2%), preparados a partir de receta, maíz",10,316,7.1,12.0,44.2,0.0
"Carne de res, asada, cocida, hamburguesa, 95% carne magra / 5% grasa, molida",7,164,25.8,5.9,0.0,0.0
"Sopa, marca única, lista para servir, con trozos, sopa de pollo y maíz",0,99,3.1,6.3,7.5,0.9
"Cordero, crudo, sólo magro separable, chuleta de lomo, importado, Nueva Zelanda",13,142,19.98,6.9,0.0,0.0
"Pollo, frito, cocido, sólo carne, carne oscura, para asar o freír",7,239,28.99,12.0,2.59,0.0
"Pescado, sólidos escurridos, sin sal, enlatado en agua, light, atún",13,116,25.51,0.8,0.0,0.0
"Pescado, sólidos escurridos, sin sal, enlatado en agua, blanco, atún",13,128,23.62,3.0,0.0,0.0
"Cordero, crudo, separado mecánicamente, carnes variadas y subproductos",1,276,14.97,24.0,0.0,0.0
"Sopa, marca única, lista para servir, apta para microondas, carne vegetal",0,44,6.2,0.7,3.3,1.5
"Harina de trigo, enriquecida, blanqueada, 10% proteína, blanca (industrial)",18,366,9.71,1.5,76.22,2.4
"Cereales listos para comer, tostados con miel, MIEL DE MANOJOS DE AVENA, POST",2,401,7.12,5.5,81.19,4.2
"Fórmula infantil en polvo con ARA y DHA, GOOD START SOY, NESTLE",6,503,12.5,26.0,55.6,0.0
"Frijoles, escurridos sin sal, hervidos, cocidos, congelados, verdes, crujientes",0,28,1.49,0.2,6.45,3.0
"Comida rápida, masa rellena, cobertura de queso, pizza de 14"", Cadena de pizzas",14,274,12.23,12.0,30.0,1.7
"GARDENBURGER Hamburguesa vegetariana salada Portabella, sin preparar, congelada",12,138,5.9,3.3,22.1,7.1
"Sopa, baja en sodio, preparada con agua, en lata, pollo vegetal",0,69,5.1,2.0,8.76,0.4
"Pimientos, con sal, escurridos, hervidos, picados, congelados, rojos, dulces",0,16,0.95,0.2,3.31,0.8
"Mermeladas y conservas de cualquier sabor, sin azúcar (con sacarina sódica)",10,132,0.3,0.3,53.42,2.5
"Sopa, preparada con igual volumen de agua, enlatada, pollo y champiñones",0,54,1.8,3.8,3.8,0.1
"Fórmula infantil, lista para tomar, con hierro, PROSOBEE, MEAD JOHNSON",0,63,1.64,3.5,6.11,0.0
"Cereales listos para comer, Racimos de Nueces y Almendras, FIBER ONE, GENERAL MILLS",5,348,7.9,6.8,79.5,18.2
"Pasta, cocida, resto de sémola enriquecida, 51 % trigo integral, grano entero",12,156,5.67,1.5,30.87,4.5
"Snacks, maní, NUECES DULCES Y SALADAS, GENERAL MILLS NATURE VALLEY, barra de granola",6,487,9.14,23.0,61.14,2.9
"Calabaza, sin sal, o al horno, escurrida, hervida, cocida, espagueti, invierno",0,27,0.66,0.3,6.46,1.4
"Keebler, Mini galletas Fudge Stripes, FUDGE SHOPPE, 100 calorías BOCADITOS CORRECTOS",6,470,4.0,18.0,74.3,1.9
"KFC, carne y piel con empanizado, Muslo, RECETA ORIGINAL, Pollo Frito",11,239,22.3,14.0,5.39,0.0
"Pimientos, sólidos y líquidos, excepto semillas, vainas, enlatados, verdes, picantes",0,21,0.9,0.1,5.1,1.3
"Cerdo, crudo, parte magra y grasa, sin hueso, lomo central (chuletas), lomo, fresco",11,201,21.14,13.0,0.0,0.0
"Pollo, estofado, cocido, con solución añadida, carne y piel, muslo, carne oscura",11,215,20.7,15.0,0.21,0.0
"Margarina, con vitamina D añadida, con sal, en barra, compuesta, 80% de grasa, regular",3,717,0.16,81.0,0.7,0.0
"Carne de res, estofado, cocido, parte magra y grasa, pierna trasera, importado, Nueva Zelanda",7,196,29.82,8.5,0.07,0.0
"KITS DE COMIDA SUPPER BAKES, pollo estilo sudoeste con arroz (pollo no incluido)",10,189,4.94,1.2,39.51,2.5
"Carne de res, frita rápida, cocida, sólo magro separable, centro de lomo, importado, Nueva Zelanda",7,188,30.17,7.5,0.0,0.0
"Carne de res, cruda, elección, recortado a 0 ""de grasa, sólo magro separable, asado, punta redonda, redondo",13,130,20.76,4.6,0.0,0.0
"Carne de res, hervida, cocida, lengua, variedad de carnes y subproductos, importada, Nueva Zelanda",11,271,18.31,20.0,3.68,0.0
"Cordero, crudo, parte magra y grasa, chuletas de paleta cortadas en cuadrados, importada, Nueva Zelanda",11,275,17.02,23.0,0.23,0.0
"KELLOGG'S, Ice Cream Shoppe Pasteles tostados de batido de fresa helado, POP-TARTS",18,397,4.0,11.0,70.0,2.7
"Cerdo, estofado, cocido, sólo magro separable, con hueso, costilla central (chuletas), lomo, fresco",7,208,29.03,9.3,0.0,0.0
"Carne de res, cruda, selecta, recortada a 1/8 ""de grasa, parte magra y grasa, asado, tiras",11,249,19.14,19.0,0.0,0.0
"Carne de res, cruda, selecta, recortada a 1/8 ""de grasa, separables magra y grasa, asado, tiras",11,239,19.33,17.0,0.0,0.0
"Cerdo, asado, cocido, sólo magro separable, sin hueso, lomo superior (asados), lomo, fresco",7,173,27.23,6.3,0.0,0.0
"Jugo de manzana, sin ácido ascórbico añadido, concentrado congelado sin diluir, sin azúcar",10,166,0.51,0.4,41.0,0.4
"Manteca vegetal líquida para freír, soja (parcialmente hidrogenada), industrial",16,884,0.0,100.0,0.0,0.0
"Bagels, sin propionato de calcio (incluye cebolla, amapola, sésamo), no enriquecidos, naturales",10,275,10.5,1.6,53.4,2.3
"Cerdo, asado, cocido, con hueso, sólo magro separable, costillas estilo campestre, lomo, fresco",7,227,29.2,11.0,0.0,0.0
"Cereales, reducido en azúcar, variedad de sabores, fruta y crema, Avena Instantánea, QUAKER",2,376,10.16,7.5,71.57,8.3
"Cerdo, asado, cocido, parte magra y grasa, sin hueso, lomo (asados), fresco",7,199,26.48,10.0,0.0,0.0
"Carne de res, cruda, elección, recortado a 1/8 ""de grasa, sólo magro separable, filete, lomo superior, lomo",13,140,22.69,4.8,0.0,0.0
"Carne de res, asado a fuego lento, cocido, parte magra y grasa, ojo redondo, importado, Nueva Zelanda",7,168,29.49,5.6,0.0,0.0
"Carne de res, asado rápido, cocido, parte magra y grasa, rollo de cubo, importado, Nueva Zelanda",11,286,27.79,19.0,0.03,0.0
"Carne de res, estofado, cocido, parte magra y grasa, tirada en blanco, importado, Nueva Zelanda",7,252,29.92,15.0,0.0,0.0
"Cereales listos para comer, tamaño de un bocado, arce y azúcar moreno, MINITRIGOS HELADOS, KELLOGG'S",19,351,8.7,1.5,84.7,10.3
"Papillas para bebés, cereales multicereales y hierro añadido fortificados, con fruta, leche entera, yogur",0,92,3.05,3.1,13.0,0.6
"Comidas rápidas, pechuga de pavo sobre pan blanco con lechuga y tomate, sándwich submarino",14,147,9.12,2.3,22.42,1.3
"Carne de res, cruda, selecta, recortada a 1/8 ""de grasa, sólo magro separable, filete, lomo superior, lomo",13,129,23.13,3.4,0.0,0.0
"Pasteles tostados, canela y azúcar moreno glaseado, TARTAS POP BAJAS EN GRASA DE KELLOGG'S, KELLOGG",2,366,4.7,5.9,73.7,5.5
"Carne de res, cruda, selecta, recortado a 0 ""de grasa, sólo magro separable, sin hueso, filete",13,160,21.31,8.3,0.0,0.0
"Carne de res, cruda, selecta, recortado a 0 ""de grasa, sólo magro separable, sin hueso, filete",13,143,21.28,6.5,0.0,0.0
"Cerdo, sin calentar, sólo magro separable, sin hueso, entero, jamón con jugos naturales, curado",13,111,19.44,3.2,1.03,0.0
"Caramelos, barra de chocolate, turrones blandos, mantequilla de maní, chocolate con leche, REESE's Fast Break",6,495,8.93,23.0,63.9,3.6
"Aceite multiusos para sabor a mantequilla vegetal, soja (parcialmente hidrogenada), industrial",16,884,0.0,100.0,0.0,0.0
"Cordero, crudo, elección, recortado a 1/4 ""de grasa, parte magra y grasa, brazuelo, nacional",13,201,18.91,13.0,0.0,0.0
"Bagels, sin propionato de calcio (incluye cebolla, amapola, sésamo), enriquecidos, naturales",10,275,10.5,1.6,53.4,2.3
"Similar a la margarina, con vitamina D añadida, con sal, tarrina, 60% de grasa, aceite vegetal para untar",3,533,0.17,60.0,0.86,0.0
"Cerdo, asado, cocido, parte magra y grasa, con hueso, lomo (asados), fresco",11,254,24.29,17.0,0.0,0.0
"Frijoles lima, sin sal, escurridos, hervidos, cocidos, con anzuelo, congelados, semillas inmaduras",12,103,6.07,0.3,19.32,5.3
"Cerdo, crudo, parte magra y grasa, sin hueso, solomillo (chuletas o asados), lomo, fresco",13,133,22.49,4.1,0.0,0.0
"Cerdo, asado, cocido, sólo magro separable, sin hueso, solomillo (asados), lomo, fresco",7,178,30.39,5.3,0.0,0.0
"Muffins ingleses, sin propionato de calcio (incluye masa madre), no enriquecidos, naturales",10,235,7.7,1.8,46.0,2.7
"Garbanzos (garbanzos, gramo de bengala), sin sal, hervidos, cocidos, semillas maduras",12,164,8.86,2.6,27.42,7.6
"Leche, con vitamina A y vitamina D añadidas, reducida en grasa, comercial, líquida, chocolate",0,76,2.99,1.9,12.13,0.7
"Pastel, con fibra añadida, bajo en grasas, chocolate con glaseado, relleno de crema, pastelitos",19,409,3.71,13.0,69.37,14.9
"CONTINENTAL MILLS, seco, con sabor artificial, mezcla para muffins de semillas de amapola y almendras KRUSTEAZ",18,418,5.6,10.0,75.6,1.7
"Cereales, con sal, cocidos con agua, enriquecidos, rápidos, regulares, amarillos, sémola de maíz",0,65,1.23,0.4,13.86,0.7
"Alimentos para bebés, cereales multicereales y DHA añadido fortificados, con fruta, leche entera, yogur",0,98,3.4,3.5,13.22,0.3
"Fórmula infantil, lista para tomar, ADVANCE con hierro, ISOMIL, SIMILAC, ABBOTT NUTRITION",0,66,1.61,3.6,6.7,0.0
"Cerdo, sin calentar, parte magra y grasa, con hueso, lomo, jamón y producto agua, curado",13,179,16.09,12.0,1.35,0.0
"Calabaza, con sal, escurrida, hervida, cocida, congelada, incluye piel, calabacín, verano",0,14,1.15,0.1,2.97,1.3
"Patatas, sin preparar, congeladas, sin sal añadida durante el procesamiento, filete cortado, fritas",0,138,2.4,3.4,24.31,2.4
"Carne de res, asado rápido, cocido, sólo magro separable, hoja bolar, importado, Nueva Zelanda",7,193,33.53,6.6,0.0,0.0
"Cerdo, crudo, sólo magro separable, sin hueso, costilla central (chuletas o asados), lomo, fresco",13,152,21.8,6.5,0.0,0.0
"Carne de res, estofado, cocinado, elección, recortado a 0 ""de grasa, sólo magro separable, filete, falda",7,237,28.02,13.0,0.0,0.0
"Cordero, asado rápido, cocido, sólo magro separable, lomo, importado, Nueva Zelanda",7,162,25.53,6.7,0.0,0.0
"Cerdo, sin calentar, sólo magro separable, con hueso, pierna, jamón con jugos naturales, curado",13,130,25.11,3.3,0.3,0.0
"Cerdo, sin calentar, sólo magro separable, con hueso, lonchas, jamón con jugos naturales, curado",13,123,24.34,2.9,0.0,0.0
"Bebidas, E, C, con vitamina A añadida, zumo 100%, mezcla de zumos de frutas y verduras",0,46,0.3,0.0,11.15,0.0
"Cerdo, a la parrilla, cocido, sólo magro separable, sin hueso, lomo superior (chuletas), lomo, fresco",7,173,27.58,6.1,0.0,0.0
"Cerdo, estofado, cocido, sólo magro separable, sin hueso, lomo superior (chuletas), lomo, fresco",7,170,30.54,4.3,0.0,0.0
"Carne de res, cruda, todos los grados, recortado a 1/8 ""de grasa, sólo magro separable, mitad plana, pechuga",13,127,21.57,3.8,0.0,0.0
"Cordero, crudo, elección, recortado a 1/8 ""de grasa, parte magra y grasa, brazuelo, nacional",13,201,18.91,13.0,0.0,0.0
"Snacks, elaborados con harina de masa enriquecida, sabor barbacoa, chips, extruidos, a base de maíz",6,523,7.0,33.0,56.2,0.0
"Cerdo, asado, cocido, sólo magro separable, Boston (asados), lomo, paleta, fresco",11,232,24.21,14.0,0.0,0.0
"Cerdo, a la parrilla, cocido, sólo magro separable, Boston (filetes), lomo, paleta, fresco",7,227,26.74,13.0,0.0,0.0
"Carne de res, frito rápido, cocido, parte magra y grasa, lomo, importado, Nueva Zelanda",7,202,29.26,9.4,0.27,0.0
"Carne de res, cruda, de todos los grados, recortada a 1/8 ""de grasa, sólo magro separable, filete, solomillo superior",13,131,22.09,4.1,0.0,0.0
"Patatas, tal como se compraron, congeladas, con sal agregada durante el procesamiento, papas fritas, fritas",0,133,2.19,3.4,23.51,1.9
"Cordero, frito rápido, cocido, parte magra y grasa, lomo, importado, Nueva Zelanda",7,157,27.87,5.0,0.0,0.0
"Snacks, con vitamina C, sabor a frutos rojos, BETTY CROCKER Fruit Roll Ups, GENERAL MILLS",18,373,0.1,3.5,85.2,0.0
